id,BUSINESS YEAR,STATE CODE,ISSUER NAME,ISSUER ID,SOURCE NAME,VERSION NUMBER,IMPORT DATE,BENEFIT PACKAGE ID,MARKET COVERAGE,DENTAL ONLY PLAN,TIN,STANDARD COMPONENT ID,PLAN MARKETING NAME,HIOS PRODUCT ID,HPID,NETWORK ID,SERVICE AREA ID,FORMULARY ID,IS IT A 1 PLAN,PLAN TYPE,METAL LEVEL,UNIQUE PLAN DESIGN,QHP NONQHP TYPE ID,IS NOTICE REQUIRED FOR PREGNACY,IS REFERRAL REQUIRED FOR SPECIALIST,SPECIALIST REQUIRING REFERRAL,PLAN LEVEL EXCLUSIONS,IS HSA ELIGIBLE,HSA OR HRA EMPLOYER CONTRIBUTION,HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT,CHILD ONLY OFFERING,CHILD ONLY PLAN ID,WELLNESS PROGRAM OFFERED,DISEASE MANAGEMENT PROGRAMS OFFERED,EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY,IS GUARANTEED RATE?,SPECIALITY DRUG MAXIMUM COINSURANCE,INPATIENT COPAYMENT MAXIMUM DAYS,BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS,BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS,PLAN EFFECTIVE DATE,PLAN EXPIRATION DATE,OUT OF COUNTRY COVERAGE,OUT OF COUNTRY COVERAGE DESCRIPTION,OUT OF SERVICE AREA COVERAGE,OUT OF SERVICE AREA COVERAGE DESCRIPTION,NATIONAL NETWORK,URL FOR SUMMARY OF BENEFITS COVERAGE,URL FOR ENROLLMENT PAYMENT,PLAN BROCHURE,FORMULARY URL,PLAN ID,CSR VARIATION TYPE,ISSUER ACTUARIAL VALUE,AV CALCULATOR OUTPUT NUMBER,MEDICAL DRUG DEDUCTIBLES INTEGRATED,MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED,MULTIPLE NETWORK TIERS,FIRST TIER UTILIZATION,SECOND TIER UTILIZATION,MEHB INN TIER 1 INDIVIDUAL MOOP,MEHB INN TIER 1 FAMILY MOOP,MEHB INN TIER 2 INDIVIDUAL MOOP,MEHB INN TIER 2 FAMILY MOOP,MEHB OUT OF NET INDIVIDUAL MOOP,MEHB OUT OF NET FAMILY MOOP,MEHB COMB INN OON INDIVIDUAL MOOP,MEHB COMB INN OON FAMILY MOOP,DEHB INN TIER 1 INDIVIDUAL MOOP,DEHB INN TIER 2 INDIVIDUAL MOOP,DEHB INN TIER 1 FAMILY MOOP,DEHB INN TIER 2 FAMILY MOOP,DEHB OUT OF NET INDIVIDUAL MOOP,DEHB OUT OF NET FAMILY MOOP,DEHB COMB INN OON INDIVIDUAL MOOP,DEHB COMB INN OON FAMILY MOOP,TEHB INN TIER 1 INDIVIDUAL MOOP,TEHB INN TIER 1 FAMILY MOOP,TEHB INN TIER 2 INDIVIDUAL MOOP,TEHB INN TIER 2 FAMILY MOOP,TEHB OUT OF NET INDIVIDUAL MOOP,TEHB OUT OF NET FAMILY MOOP,TEHB COMB INN OON INDIVIDUAL MOOP,TEHB COMB INN OON FAMILY MOOP,MEHB DED INN TIER1 INDIVIDUAL,MEHB DED INN TIER1 FAMILY,MEHB DED INN TIER1 COINSURNACE,MEHB DED INN TIER2 INDIVIDUAL,MEHB DED INN TIER2 FAMILY,MEHB DED INN TIER2 COINSURANCE,MEHB DED OUT OF NET INDIVIDUAL,MEHB DED OUT OF NET FAMILY,MEHB DED COMB INN OON INDIVIDUAL,MEHB DED COMB INN OON FAMILY,DEHB DED INN TIER1 INDIVIDUAL,DEHB DED INN TIER1 FAMILY,DEHB DED INN TIER1 COINSURNACE,DEHB DED INN TIER2 INDIVIDUAL,DEHB DED INN TIER2 FAMILY,DEHB DED INN TIER2 COINSURANCE,DEHB DED OUT OF NET INDIVIDUAL,DEHB DED OUT OF NET FAMILY,DEHB DED COMB INN OON INDIVIDUAL,DEHB DED COMB INN OON FAMILY,TEHB DED INN TIER 1 INDIVIDUAL,TEHB DED INN TIER 1 FAMILY,TEHB DED INN TIER 1 COINSURANCE,TEHB DED INN TIER 2 INDIVIDUAL,TEHB DED INN TIER 2 FAMILY,TEHB DED INN TIER 2 COINSURANCE,TEHB DED OUT OF NET INDIVIDUAL,TEHB DED OUT OF NET FAMILY,TEHB DED OUT COMB INN OON INDIVIDUAL,TEHB DED OUT COMB INN OON FAMILY,SBC HAVING A BABY DEDUCTIBLE,SBC HAVING A BABY COPAYMENT,SBC HAVING A BABY COINSURANCE,SBC HAVING A BABY LIMIT,SBC HAVING DIABETES DEDUCTIBLE,SBC HAVING  DIABETES COPAYMENT,SBC HAVING DIABETES COINSURANCE,SBC HAVING DIABETES LIMIT
1676,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930008,Platinum Select NS INN Dep29,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930008-00,Standard Platinum Off Exchange Plan,88%,,0,1,0,100%,,,,,,,,,,,,,,,,,,6350,$6350 per person | $12700 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,880,0,150,0,980,0,40
1677,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930008,Platinum Select NS INN Dep29,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930008-01,Standard Platinum On Exchange Plan,88%,,0,1,0,100%,,,,,,,,,,,,,,,,,,6350,$6350 per person | $12700 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,880,0,150,0,980,0,40
1678,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930008,Platinum Select NS INN Dep29,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930008-02,Zero Cost Sharing Plan Variation,100%,,0,1,0,100%,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,0,0,150,0,0,0,40
1679,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930008,Platinum Select NS INN Dep29,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930008-03,Limited Cost Sharing Plan Variation,88%,,0,1,0,100%,,,,,,,,,,,,,,,,,,6350,$6350 per person | $12700 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,0,0,150,0,0,0,40
1680,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930010,Platinum Select NS INN Dep25,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930010-00,Standard Platinum Off Exchange Plan,88%,,0,1,0,100%,,,,,,,,,,,,,,,,,,6350,$6350 per person | $12700 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,880,0,150,0,980,0,40
1681,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930010,Platinum Select NS INN Dep25,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930010-01,Standard Platinum On Exchange Plan,88%,,0,1,0,100%,,,,,,,,,,,,,,,,,,6350,$6350 per person | $12700 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,880,0,150,0,980,0,40
1682,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930010,Platinum Select NS INN Dep25,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930010-02,Zero Cost Sharing Plan Variation,100%,,0,1,0,100%,,,,,,,,,,,,,,,,,,0,$0 per person | $0 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,0,0,150,0,0,0,40
1683,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,Individual,0,15-0329043,78124NY0930010,Platinum Select NS INN Dep25,78124NY093,,NYN002,NYS003,NYF006,0,EPO,Platinum,1,Both,0,0,,,,,,Allows Adult and Child-Only,,0,,,,,,,,2016-01-01,2016-12-31,0,,1,MultiPlan,1,,https://www.univerahealthcare.com/welcome,,https://www.univerahealthcare.com/rxlist,78124NY0930010-03,Limited Cost Sharing Plan Variation,88%,,0,1,0,100%,,,,,,,,,,,,,,,,,,6350,$6350 per person | $12700 per group,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,0,$0 per person | $0 per group,0,,,,0,$0 per person | $0 per group,,per person not applicable | per group not applicable,,,,,,,,,,,0,0,0,150,0,0,0,40
1684,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000018,SimplyBlue Plus Gold 6 NS OON Dep29 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000018-00,Standard Gold Off Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1685,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000018,SimplyBlue Plus Gold 6 NS OON Dep29 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000018-01,Standard Gold On Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1686,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000020,SimplyBlue Plus Gold 6 NS OON Dep29 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000020-00,Standard Gold Off Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1687,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000020,SimplyBlue Plus Gold 6 NS OON Dep29 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000020-01,Standard Gold On Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1688,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000026,SimplyBlue Plus Gold 6 NS OON Dep25 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000026-00,Standard Gold Off Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1689,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000026,SimplyBlue Plus Gold 6 NS OON Dep25 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000026-01,Standard Gold On Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1690,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000028,SimplyBlue Plus Gold 6 NS OON Dep25 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000028-00,Standard Gold Off Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1691,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000028,SimplyBlue Plus Gold 6 NS OON Dep25 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000028-01,Standard Gold On Exchange Plan,80%,,1,1,0,100%,,,,,,,,,,,,,,,,,,2600,$5200 per person | $5200 per group,,,2600,$5200 per person | $5200 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1300,$2600 per person | $2600 per group,0,,,,1300,$2600 per person | $2600 per group,,per person not applicable | per group not applicable,1300,10,770,150,1300,60,500,40
1692,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000066,SimplyBlue Plus Gold 9 NS OON Dep29 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000066-00,Standard Gold Off Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1693,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000066,SimplyBlue Plus Gold 9 NS OON Dep29 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000066-01,Standard Gold On Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1694,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000068,SimplyBlue Plus Gold 9 NS OON Dep29 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000068-00,Standard Gold Off Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1695,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000068,SimplyBlue Plus Gold 9 NS OON Dep29 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000068-01,Standard Gold On Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1696,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000074,SimplyBlue Plus Gold 9 NS OON Dep25 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000074-00,Standard Gold Off Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1697,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000074,SimplyBlue Plus Gold 9 NS OON Dep25 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000074-01,Standard Gold On Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1698,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000076,SimplyBlue Plus Gold 9 NS OON Dep25 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000076-00,Standard Gold Off Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1699,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000076,SimplyBlue Plus Gold 9 NS OON Dep25 Adult Vision FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Gold,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000076-01,Standard Gold On Exchange Plan,79%,,1,1,0,100%,,,,,,,,,,,,,,,,,,3000,$6000 per person | $6000 per group,,,3000,$6000 per person | $6000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,1500,$3000 per person | $3000 per group,0,,,,1500,$3000 per person | $3000 per group,,per person not applicable | per group not applicable,1500,10,490,150,1500,60,320,40
1700,2016,NY,Excellus Health Plan  Inc.,78124,SERFF,1,2016-02-23,Benefits_Package_3,SHOP (Small Group),0,15-0329043,78124NY1000082,SimplyBlue Plus Silver 3 NS OON Dep29 Adult Vision DP FP Preventive Rx,78124NY100,,NYN005,NYS001,NYF049,0,PPO,Silver,1,Both,0,0,,,,,,Allows Adult and Child-Only,,1,,,,,,,,2016-01-01,2016-12-31,1,Emergency Only,1,BlueCard Worldwide,1,,https://www.excellusbcbs.com/thankyou,,https://www.excellusbcbs.com/rxlist,78124NY1000082-00,Standard Silver Off Exchange Plan,71%,,1,1,0,100%,,,,,,,,,,,,,,,,,,5500,$6550 per person | $11000 per group,,,5500,$11000 per person | $11000 per group,,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,2100,$4200 per person | $4200 per group,0,,,,2100,$4200 per person | $4200 per group,,per person not applicable | per group not applicable,2100,10,860,150,2100,50,540,40
