BUSINESS YEAR,STATE CODE,ISSUER NAME,ISSUER ID,SOURCE NAME,VERSION NUMBER,IMPORT DATE,BENEFIT PACKAGE ID,MARKET COVERAGE,DENTAL ONLY PLAN,TIN,STANDARD COMPONENT ID,PLAN MARKETING NAME,HIOS PRODUCT ID,HPID,NETWORK ID,SERVICE AREA ID,FORMULARY ID,IS IT A NEW PLAN,PLAN TYPE,METAL LEVEL,UNIQUE PLAN DESIGN,QHP NONQHP TYPE ID,IS NOTICE REQUIRED FOR PREGNACY,IS REFERRAL REQUIRED FOR SPECIALIST,SPECIALIST REQUIRING REFERRAL,PLAN LEVEL EXCLUSIONS,IS HSA ELIGIBLE,HSA OR HRA EMPLOYER CONTRIBUTION,HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT,CHILD ONLY OFFERING,CHILD ONLY PLAN ID,WELLNESS PROGRAM OFFERED,DISEASE MANAGEMENT PROGRAMS OFFERED,EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY,IS GUARANTEED RATE?,SPECIALITY DRUG MAXIMUM COINSURANCE,INPATIENT COPAYMENT MAXIMUM DAYS,BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS,BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS,PLAN EFFECTIVE DATE,PLAN EXPIRATION DATE,OUT OF COUNTRY COVERAGE,OUT OF COUNTRY COVERAGE DESCRIPTION,OUT OF SERVICE AREA COVERAGE,OUT OF SERVICE AREA COVERAGE DESCRIPTION,NATIONAL NETWORK,URL FOR SUMMARY OF BENEFITS COVERAGE,URL FOR ENROLLMENT PAYMENT,PLAN BROCHURE,FORMULARY URL,PLAN ID,CSR VARIATION TYPE,ISSUER ACTUARIAL VALUE,AV CALCULATOR OUTPUT NUMBER,MEDICAL DRUG DEDUCTIBLES INTEGRATED,MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED,MULTIPLE NETWORK TIERS,FIRST TIER UTILIZATION,SECOND TIER UTILIZATION,MEHB INN TIER 1 INDIVIDUAL MOOP,MEHB INN TIER 1 FAMILY MOOP,MEHB INN TIER 2 INDIVIDUAL MOOP,MEHB INN TIER 2 FAMILY MOOP,MEHB OUT OF NET INDIVIDUAL MOOP,MEHB OUT OF NET FAMILY MOOP,MEHB COMB INN OON INDIVIDUAL MOOP,MEHB COMB INN OON FAMILY MOOP,DEHB INN TIER 1 INDIVIDUAL MOOP,DEHB INN TIER 2 INDIVIDUAL MOOP,DEHB INN TIER 1 FAMILY MOOP,DEHB INN TIER 2 FAMILY MOOP,DEHB OUT OF NET INDIVIDUAL MOOP,DEHB OUT OF NET FAMILY MOOP,DEHB COMB INN OON INDIVIDUAL MOOP,DEHB COMB INN OON FAMILY MOOP,TEHB INN TIER 1 INDIVIDUAL MOOP,TEHB INN TIER 1 FAMILY MOOP,TEHB INN TIER 2 INDIVIDUAL MOOP,TEHB INN TIER 2 FAMILY MOOP,TEHB OUT OF NET INDIVIDUAL MOOP,TEHB OUT OF NET FAMILY MOOP,TEHB COMB INN OON INDIVIDUAL MOOP,TEHB COMB INN OON FAMILY MOOP,MEHB DED INN TIER1 INDIVIDUAL,MEHB DED INN TIER1 FAMILY,MEHB DED INN TIER1 COINSURNACE,MEHB DED INN TIER2 INDIVIDUAL,MEHB DED INN TIER2 FAMILY,MEHB DED INN TIER2 COINSURANCE,MEHB DED OUT OF NET INDIVIDUAL,MEHB DED OUT OF NET FAMILY,MEHB DED COMB INN OON INDIVIDUAL,MEHB DED COMB INN OON FAMILY,DEHB DED INN TIER1 INDIVIDUAL,DEHB DED INN TIER1 FAMILY,DEHB DED INN TIER1 COINSURNACE,DEHB DED INN TIER2 INDIVIDUAL,DEHB DED INN TIER2 FAMILY,DEHB DED INN TIER2 COINSURANCE,DEHB DED OUT OF NET INDIVIDUAL,DEHB DED OUT OF NET FAMILY,DEHB DED COMB INN OON INDIVIDUAL,DEHB DED COMB INN OON FAMILY,TEHB DED INN TIER 1 INDIVIDUAL,TEHB DED INN TIER 1 FAMILY,TEHB DED INN TIER 1 COINSURANCE,TEHB DED INN TIER 2 INDIVIDUAL,TEHB DED INN TIER 2 FAMILY,TEHB DED INN TIER 2 COINSURANCE,TEHB DED OUT OF NET INDIVIDUAL,TEHB DED OUT OF NET FAMILY,TEHB DED OUT COMB INN OON INDIVIDUAL,TEHB DED OUT COMB INN OON FAMILY,SBC HAVING A BABY DEDUCTIBLE,SBC HAVING A BABY COPAYMENT,SBC HAVING A BABY COINSURANCE,SBC HAVING A BABY LIMIT,SBC HAVING DIABETES DEDUCTIBLE,SBC HAVING  DIABETES COPAYMENT,SBC HAVING DIABETES COINSURANCE,SBC HAVING DIABETES LIMIT
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0090001,Community Care Silver Connector A,88806MA009,,MAN003,MAS003,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0090001-02,Zero Cost Sharing Plan Variation,100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,$0 ,per person not applicable | $0 per group,0%,,,,$0 ,$0 per person | $0 per group,$0 ,$0 per person | $0 per group,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0090001,Community Care Silver Connector A,88806MA009,,MAN003,MAS003,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0090001-03,Limited Cost Sharing Plan Variation,71.77%,0.724723935,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,850 ",per person not applicable | $13700 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,000 ",per person not applicable | $4000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ","$1,050 ",$0 ,$30 ,$140 ,"$1,760 ",$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0090001,Community Care Silver Connector A,88806MA009,,MAN003,MAS003,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0090001-04,73% AV Level Silver Plan,73.90%,0.745149791,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,200 ",per person not applicable | $10400 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$1,750 ",per person not applicable | $3500 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ","$1,050 ",$0 ,$30 ,$140 ,"$1,760 ",$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0090001,Community Care Silver Connector A,88806MA009,,MAN003,MAS003,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0090001-05,87% AV Level Silver Plan,86.90%,0.870761216,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,500 ",per person not applicable | $3000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$200 ,per person not applicable | $400 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ","$1,050 ",$0 ,$30 ,$140 ,"$1,840 ",$0 ,$40 
2016,MA,Fallon Community Health Plan  Inc.,88806,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,23-7442369,88806MA0090001,Community Care Silver Connector A,88806MA009,,MAN003,MAS003,MAF005,Existing,HMO,Silver,Yes,On the Exchange,No,Yes,Allergist and Immunologist  Anesthesiologist  Cardiologist  Dermatologist  Doctor of Osteopathic Medicine  Endocrinologist  Gastroenterologists  Hematologists  Infection Diseases  Neonatologists  Neurologists  Nephrologists  Oncologists  Ophthalmologists  Orthopedic Surgeons  Otolaryngologists  Podiatrists  Pulmonologists  Rheumatologists  General Surgeons  Thoracic Surgeons  Vascular  Surgeons  Urologists,,,,,Allows Adult and Child-Only,,Yes,Asthma  Heart Disease  Diabetes,,,,,,,1/1/2016,,Yes,Emergency Care Only,No,,No,,http://www.fchp.org/employers/general-plan-information/benefit-summaries.aspx,,http://fchp.org/members/Pharmacy/~/media/Files/Formulary,88806MA0090001-06,94% AV Level Silver Plan,93.60%,0.920050502,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,500 ",per person not applicable | $3000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$0 ,per person not applicable | $0 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,$200 ,$550 ,$0 ,$30 ,$200 ,$530 ,$0 ,$40 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,04-2864973,34484MA0590001,HNE Platinum A,34484MA059,,MAN001,MAS001,MAF005,Existing,HMO,Platinum,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0590001-00,Standard Platinum Off Exchange Plan,89.97%,0,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,000 ",$2000 per person | $4000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,$0 ,$600 ,$0 ,$0 ,$0 ,"$1,300 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,04-2864973,34484MA0590001,HNE Platinum A,34484MA059,,MAN001,MAS001,MAF005,Existing,HMO,Platinum,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0590001-01,Standard Platinum On Exchange Plan,89.97%,0,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,000 ",$2000 per person | $4000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,$0 ,$600 ,$0 ,$0 ,$0 ,"$1,300 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,04-2864973,34484MA0590001,HNE Platinum A,34484MA059,,MAN001,MAS001,MAF005,Existing,HMO,Platinum,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0590001-02,Zero Cost Sharing Plan Variation,100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_1,Individual,No,04-2864973,34484MA0590001,HNE Platinum A,34484MA059,,MAN001,MAS001,MAF005,Existing,HMO,Platinum,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0590001-03,Limited Cost Sharing Plan Variation,89.97%,0,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,000 ",$2000 per person | $4000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,$0 ,$600 ,$0 ,$0 ,$0 ,"$1,300 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_2,Individual,No,04-2864973,34484MA0610001,HNE Gold A,34484MA061,,MAN001,MAS001,MAF002,Existing,HMO,Gold,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0610001-00,Standard Gold Off Exchange Plan,81.91%,0.823214054,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,000 ",$3000 per person | $6000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,$500 ,$500 per person | $1000 per group,30%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$500 ,$400 ,$0 ,$0 ,$0 ,"$1,200 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_2,Individual,No,04-2864973,34484MA0610001,HNE Gold A,34484MA061,,MAN001,MAS001,MAF002,Existing,HMO,Gold,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0610001-01,Standard Gold On Exchange Plan,81.91%,0.823214054,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,000 ",$3000 per person | $6000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,$500 ,$500 per person | $1000 per group,30%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$500 ,$400 ,$0 ,$0 ,$0 ,"$1,200 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_2,Individual,No,04-2864973,34484MA0610001,HNE Gold A,34484MA061,,MAN001,MAS001,MAF002,Existing,HMO,Gold,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0610001-02,Zero Cost Sharing Plan Variation,100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,per person not applicable | per group not applicable,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_2,Individual,No,04-2864973,34484MA0610001,HNE Gold A,34484MA061,,MAN001,MAS001,MAF002,Existing,HMO,Gold,Yes,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA0610001-03,Limited Cost Sharing Plan Variation,81.91%,0.823214054,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$3,000 ",$3000 per person | $6000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,$500 ,$500 per person | $1000 per group,30%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,$500 ,$400 ,$0 ,$0 ,$0 ,"$1,200 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_3,Individual,No,04-2864973,34484MA1110001,HNE Essential 2000,34484MA111,,MAN001,MAS001,MAF009,New,HMO,Gold,No,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA1110001-00,Standard Gold Off Exchange Plan,,0.803001344,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person | $10000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,000 ",$2000 per person | $4000 per group,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ",$100 ,$0 ,$0 ,$0 ,"$1,200 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_3,Individual,No,04-2864973,34484MA1110001,HNE Essential 2000,34484MA111,,MAN001,MAS001,MAF009,New,HMO,Gold,No,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA1110001-01,Standard Gold On Exchange Plan,,0.803001344,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person | $10000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,000 ",$2000 per person | $4000 per group,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ",$100 ,$0 ,$0 ,$0 ,"$1,200 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_3,Individual,No,04-2864973,34484MA1110001,HNE Essential 2000,34484MA111,,MAN001,MAS001,MAF009,New,HMO,Gold,No,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA1110001-02,Zero Cost Sharing Plan Variation,,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,,,$0 ,per person not applicable | per group not applicable,$0 ,$0 per person | $0 per group,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_3,Individual,No,04-2864973,34484MA1110001,HNE Essential 2000,34484MA111,,MAN001,MAS001,MAF009,New,HMO,Gold,No,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA1110001-03,Limited Cost Sharing Plan Variation,,0.803001344,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person | $10000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,000 ",$2000 per person | $4000 per group,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,,,,,,,,,,,"$2,000 ",$100 ,$0 ,$0 ,$0 ,"$1,200 ",$10 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_4,Individual,No,04-2864973,34484MA1090001,HNE Wise Max HDHP,34484MA109,,MAN001,MAS001,MAF004,New,HMO,Gold,No,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA1090001-00,Standard Gold Off Exchange Plan,,0.781743169,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person | $10000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,"$2,000 ",$2600 per person | $4000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,600 ",$40 ,$0 ,$0 ,"$2,600 ",$500 ,$0 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_4,Individual,No,04-2864973,34484MA1090001,HNE Wise Max HDHP,34484MA109,,MAN001,MAS001,MAF004,New,HMO,Gold,No,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA1090001-01,Standard Gold On Exchange Plan,,0.781743169,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,000 ",$5000 per person | $10000 per group,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,,,,,,,,,,,,,,,,,,,,,"$2,000 ",$2600 per person | $4000 per group,0%,,,,Not Applicable,per person not applicable | per group not applicable,Not Applicable,per person not applicable | per group not applicable,"$2,600 ",$40 ,$0 ,$0 ,"$2,600 ",$500 ,$0 ,$0 
2016,MA,Health New England  Inc.,34484,SERFF,1,2/23/2016,Benefits_Package_4,Individual,No,04-2864973,34484MA1090001,HNE Wise Max HDHP,34484MA109,,MAN001,MAS001,MAF004,New,HMO,Gold,No,Both,No,No,,,,,,Allows Adult and Child-Only,,No,,,,,,,,1/1/2016,,Yes,Urgent or Emergency,Yes,Urgent or Emergency,No,,,,http://www.hne.com/HNE_Pharmacy/formulary.html,34484MA1090001-02,Zero Cost Sharing Plan Variation,,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,,,$0 ,per person not applicable | per group not applicable,$0 ,$0 per person | $0 per group,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person | $0 per group,0%,,,,$0 ,per person not applicable | per group not applicable,$0 ,per person not applicable | per group not applicable,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
